query	lat	lon	lat_min	lat_max	lon_min	lon_max
Johnson, IA	41.6861834	-91.6061124	41.422211	41.8620363	-91.83374	-91.3658861
Jones, IA	42.1081969	-91.1427196	41.9462203	42.296461	-91.3658668	-90.898354
Keokuk, IA	41.3154792	-92.1867128	41.161476	41.510796	-92.413605	-91.945328
Kossuth, IA	43.1825351	-94.209098	42.906803	43.5005792	-94.445557	-93.969187
Lee, IA	40.6524894	-91.507313	40.3756007	40.813507	-91.720581	-91.11219
Linn, IA	42.0631825	-91.6037932	41.8594885	42.2990519	-91.8352636	-91.3632858
Louisa, IA	41.206668	-91.2683976	41.0717052	41.423523	-91.487045	-90.946259
Lucas, IA	41.0147422	-93.3427643	40.897053	41.1612898	-93.559326	-93.0992493
Lyon, IA	43.3747071	-96.2081917	43.258263	43.5004953	-96.6031978	-95.8593087
Madison, IA	41.3133406	-94.0167968	41.1566355	41.5119493	-94.242432	-93.7893533
Mahaska, IA	41.314939	-92.6489935	41.159065	41.508789	-92.871864	-92.4102517
Marion, IA	41.3144108	-93.1010141	41.1606162	41.5085352	-93.330383	-92.8697337
Marshall, IA	42.0378125	-92.9915704	41.862269	42.2101657	-93.2318642	-92.7656974
Mills, IA	41.0171392	-95.6087477	40.9001718	41.159898	-95.883346	-95.383598
Mitchell, IA	43.321914	-92.8676954	43.3131118	43.324026	-92.8837756	-92.8553137
Monona, IA	42.0218737	-95.9356631	41.861881	42.2148556	-96.35987	-95.670456
Monroe, IA	41.5222145	-93.1018684	41.5082691	41.530152	-93.1206143	-93.0922322
Montgomery, IA	41.0166807	-95.1753285	40.900913	41.159569	-95.384544	-94.929253
Muscatine, IA	41.4776121	-91.1210053	41.3329111	41.5984124	-91.370148	-90.784912
O'Brien, IA	43.0755779	-95.6277063	42.9090936	43.259487	-95.862595	-95.387672
Osceola, IA	43.3684613	-95.6299944	43.255962	43.5006474	-95.862358	-95.3860199
Page, IA	40.736337	-95.1602396	40.5750986	40.902328	-95.385239	-94.916351
Palo Alto, IA	43.0762829	-94.6625047	42.906803	43.2556133	-94.9160098	-94.4434038
Plymouth, IA	42.7369124	-96.2213607	42.5606243	42.910576	-96.6397162	-95.858025
Pocahontas, IA	42.7262681	-94.6477383	42.557232	42.9096979	-94.916885	-94.444527
Polk, IA	41.6765808	-93.5921448	41.481049	41.8634053	-93.8157774	-93.3283641
Pottawattamie, IA	41.3115686	-95.5331269	41.158726	41.505756	-96.019817	-95.155838
Poweshiek, IA	41.6816512	-92.5435034	41.508247	41.8629476	-92.7668012	-92.2981193
Ringgold, IA	40.7399875	-94.2547473	40.5708156	40.899059	-94.4726539	-94.015106
Sac, IA	42.3797854	-95.0825306	42.209549	42.561092	-95.388374	-94.857483
Scott, IA	41.6251843	-90.6164201	41.449632	41.774384	-90.8998696	-90.31277
Shelby, IA	41.668243	-95.3163623	41.503662	41.86261	-95.558502	-95.041756
Sioux, IA	43.0574079	-96.1602368	42.9090842	43.2600337	-96.5714939	-95.858391
Story, IA	42.0161612	-93.489194	41.8627934	42.2093575	-93.70002	-93.2315516
Tama, IA	42.0568108	-92.5433918	41.8621982	42.2975304	-92.7680812	-92.2976432
Taylor, IA	40.738254	-94.6847413	40.570707	40.900913	-94.930908	-94.472298
Union, IA	41.015699	-94.2472694	40.896118	41.1571234	-94.472801	-94.0142598
Van Buren, IA	40.749202	-91.9689529	40.5998261	40.900017	-92.179756	-91.716949
Wapello, IA	41.0137597	-92.4140217	40.898438	41.1619304	-92.640333	-92.179756
Warren, IA	41.3138645	-93.5685324	41.1606	41.5119979	-93.7906361	-93.3278288
Washington, IA	41.3160082	-91.7340327	41.161705	41.5116	-91.947151	-91.4838406
Wayne, IA	40.7436612	-93.343458	40.579916	40.898567	-93.557968	-93.097435
Webster, IA	42.4326072	-94.184316	42.208889	42.6446908	-94.445709	-93.9315712
Winnebago, IA	43.3747879	-93.7316088	43.2550388	43.4999726	-93.970535	-93.4964178
Winneshiek, IA	43.2677179	-91.8563139	43.0816	43.500804	-92.081841	-91.601936
Woodbury, IA	42.3775361	-96.0607187	42.2112682	42.5622316	-96.4989872	-95.6691491
Worth, IA	43.3696764	-93.2658698	43.2554045	43.4998301	-93.4976521	-93.023748
Wright, IA	42.7404452	-93.7325849	42.5575388	42.9087507	-93.9716297	-93.4986195
Allen, KS	37.8882168	-95.3170208	37.732609	38.03823	-95.526192	-95.076691
Anderson, KS	38.198077	-95.3067461	38.037601	38.390326	-95.51897	-95.062332
Atchison, KS	39.545816	-95.3326052	39.4188277	39.653	-95.5704115	-94.9691717
Barber, KS	37.2113342	-98.7033263	36.997961	37.471626	-99.013557	-98.3485752
Barton, KS	38.4683432	-98.776234	38.2603	38.697216	-99.033371	-98.480888
Bourbon, KS	37.8485797	-94.8679591	37.6735626	38.037601	-95.088943	-94.6140875
Brown, KS	39.824223	-95.5819952	39.6526019	40.000463	-95.7889702	-95.3397226
Butler, KS	37.77924	-96.8456342	37.476387	38.087929	-97.153664	-96.523827
Chase, KS	38.2928083	-96.6152916	38.0857284	38.523979	-96.842514	-96.353798
Chautauqua, KS	37.146335	-96.2656966	36.998643	37.303272	-96.5281366	-95.963127
Cherokee, KS	37.1718068	-94.8482069	36.9985962	37.341705	-95.073853	-94.617636
Cheyenne, KS	39.7955799	-101.7575491	39.567753	40.003095	-102.0517563	-101.410202
Clark, KS	37.2045719	-99.8133765	36.999528	37.475075	-100.106796	-99.5399038
Clay, KS	39.3615169	-97.1718432	39.1319948	39.567787	-97.3711777	-96.9587157
Cloud, KS	39.4850226	-97.6705137	39.307137	39.6539923	-97.9313925	-97.36834
Coffey, KS	38.235413	-95.7498925	38.038225	38.4341309	-95.959633	-95.5075829
Comanche, KS	37.1960944	-99.2958383	36.9992458	37.38493	-99.54351	-99.0004599
Cowley, KS	37.2413155	-96.8675685	36.99886	37.476917	-97.151421	-96.526146
Crawford, KS	37.503889	-94.8652466	37.338417	37.6745417	-95.0887261	-94.616789
Decatur, KS	39.7940527	-100.472769	39.567497	40.002172	-100.741272	-100.1784323
Dickinson, KS	38.8790615	-97.1893341	38.6092529	39.1335404	-97.3719157	-96.890042
Doniphan, KS	39.7831556	-95.1776492	39.6150389	40.0000292	-95.340065	-94.8588094
Douglas, KS	38.8838392	-95.2874559	38.738483	39.0695435	-95.5018045	-95.0558901
Edwards, KS	37.8684743	-99.3245584	37.733906	38.087498	-99.568687	-99.013695
Elk, KS	37.4619149	-96.2528451	37.299622	37.607933	-96.526695	-95.960861
Ellis, KS	38.9206744	-99.3267086	38.696087	39.1333053	-99.598228	-99.0375719
Ellsworth, KS	38.6942009	-98.2149289	38.521362	38.8711487	-98.486786	-97.926155
Finney, KS	38.0452481	-100.8199963	37.7363146	38.263561	-101.1037575	-100.225436
Ford, KS	37.7072469	-99.8943146	37.468868	37.914986	-100.227531	-99.555733
Franklin, KS	38.5720008	-95.3184483	38.389555	38.7388929	-95.5087983	-95.0563413
Geary, KS	38.9885445	-96.7619968	38.870072	39.2200852	-96.9636471	-96.500763
Gove, KS	38.9030073	-100.5073968	38.696583	39.1335004	-100.816765	-100.148781
Graham, KS	39.34062	-99.8980624	39.131828	39.56749	-100.164207	-99.601921
Grant, KS	37.553026	-101.3067042	37.3877536	37.7363756	-101.5270046	-101.0893612
Gray, KS	37.7221896	-100.4373907	37.475716	38.0009561	-100.6651393	-100.216454
Greeley, KS	38.4570355	-101.8185007	38.2624833	38.700375	-102.0453546	-101.5673307
Greenwood, KS	37.8709542	-96.2471338	37.603382	38.174072	-96.525558	-95.958842
Hamilton, KS	38.0058948	-101.8141159	37.7363527	38.2632939	-102.0445107	-101.5270046
Harper, KS	37.1922068	-98.0835849	36.997824	37.386696	-98.350342	-97.802298
Harvey, KS	38.0352315	-97.4486267	37.912323	38.1745709	-97.7018237	-97.1525668
Haskell, KS	37.5611249	-100.8840421	37.3877101	37.7368112	-101.0896302	-100.65181
Hodgeman, KS	38.0875979	-99.900952	37.913815	38.2622958	-100.227219	-99.567932
Jackson, KS	39.4030917	-95.8159647	39.2163081	39.6530082	-96.0368496	-95.564079
Jefferson, KS	39.2405893	-95.391413	39.0319301	39.4209323	-95.5993318	-95.1798547
Jewell, KS	39.795263	-98.2255146	39.567028	40.0024144	-98.506905	-97.930466
Johnson, KS	38.8837933	-94.8389141	38.7375764	39.0616571	-95.0564981	-94.6073826
Kearny, KS	37.9960049	-101.3523356	37.7360728	38.264008	-101.5424169	-101.0896302
Kingman, KS	37.5420937	-98.122172	37.385044	37.734535	-98.466766	-97.806778
Kiowa, KS	37.5529578	-99.296556	37.38237	37.73539	-99.558372	-99.013542
Labette, KS	37.1899712	-95.3103729	36.9992571	37.384357	-95.5223654	-95.0722856
Lane, KS	38.4651663	-100.4776682	38.2623015	38.703697	-100.688202	-100.244421
Leavenworth, KS	39.3113257	-94.922759	39.23071	39.392452	-94.964997	-94.88074
Lincoln, KS	39.0343606	-98.2155504	38.8708334	39.2198047	-98.4901958	-97.9283453
Linn, KS	38.1965927	-94.8578272	38.0364456	38.389625	-95.078918	-94.612493
Logan, KS	38.9058216	-101.1552381	38.700092	39.134636	-101.484985	-100.812088
Lyon, KS	38.4573987	-96.1683124	38.170919	38.740215	-96.357529	-95.945661
Marion, KS	38.3734544	-97.1305937	38.0857284	38.6094547	-97.3719157	-96.820801
Marshall, KS	39.7865054	-96.5255661	39.565628	40.0015683	-96.8067242	-96.2381146
McPherson, KS	38.3659015	-97.6575171	38.17372	38.610218	-97.926254	-97.371324
Meade, KS	37.2091116	-100.396302	37.0001496	37.475838	-100.652039	-100.0894928
Miami, KS	38.5620514	-94.8557402	38.38879	38.7385836	-95.0659047	-94.6095073
Mitchell, KS	39.3863019	-98.2112629	39.2192395	39.567535	-98.4901958	-97.926888
Montgomery, KS	37.1983948	-95.7628341	36.999124	37.387131	-95.9652577	-95.521027
Morris, KS	38.6908906	-96.6707526	38.522625	38.871891	-96.9311477	-96.353294
Morton, KS	37.1960735	-101.8099541	36.993125	37.3891904	-102.0421271	-101.555239
Nemaha, KS	39.7880532	-96.0157844	39.565628	40.0009373	-96.239822	-95.788092
Neosho, KS	37.5566345	-95.33166	37.3838359	37.733219	-95.52623	-95.087196
Ness, KS	38.4713429	-99.9586896	38.261414	38.697556	-100.248077	-99.584656
Norton, KS	39.7944702	-99.9100033	39.566521	40.0018872	-100.181412	-99.6253129
Osage, KS	38.6736049	-95.7367738	38.433862	38.8699671	-95.950282	-95.500473
Osborne, KS	39.3351558	-98.7933509	39.1327417	39.568569	-99.049683	-98.486618
Ottawa, KS	39.1273653	-97.6568094	38.9578357	39.307335	-97.9301237	-97.370026
Pawnee, KS	38.1858758	-99.240825	38.000351	38.348888	-99.585403	-98.913574
Phillips, KS	39.7961542	-99.346586	39.567162	40.0022059	-99.628349	-99.0660768
Pottawatomie, KS	39.3928203	-96.3414279	39.1263837	39.566231	-96.7277425	-96.035574
Pratt, KS	37.6280602	-98.7485305	37.471004	37.826374	-99.014221	-98.466148
Rawlins, KS	39.7904797	-101.0994722	39.568256	40.0027275	-101.412842	-100.7398662
Reno, KS	37.930344	-98.1055753	37.733467	38.1738097	-98.474007	-97.697838
Republic, KS	39.8266503	-97.6580834	39.6533149	40.0023932	-97.9328785	-97.3687238
Rice, KS	38.3266261	-98.2007179	38.159161	38.522743	-98.481598	-97.921265
Riley, KS	39.3026347	-96.7709339	39.0433186	39.5665082	-96.9615738	-96.389043
Rooks, KS	39.3494127	-99.3216587	39.1325667	39.569069	-99.605415	-99.043976
Rush, KS	38.5047752	-99.309214	38.348434	38.696972	-99.585403	-99.03318
Russell, KS	38.8970508	-98.7980433	38.695366	39.133299	-99.040443	-98.483796
Saline, KS	38.7704462	-97.6669832	38.6092529	38.958507	-97.9286646	-97.371637
Scott, KS	38.4584915	-100.9336244	38.262657	38.703697	-101.12928	-100.684456
Sedgwick, KS	37.6448148	-97.4641388	37.47464	37.9128216	-97.807472	-97.151421
Seward, KS	37.1850331	-100.8928434	36.9979436	37.387756	-101.0681098	-100.6329326
Shawnee, KS	39.0273676	-95.7627535	38.86912	39.2167022	-96.0390871	-95.5007134
Sheridan, KS	39.3530598	-100.4576457	39.131893	39.568459	-100.721558	-100.163452
Sherman, KS	39.3412127	-101.7492408	39.132904	39.568565	-102.0497638	-101.39016
Smith, KS	39.796749	-98.7935393	39.567429	40.0024262	-99.0670298	-98.5047117
Stafford, KS	38.0350094	-98.718816	37.825638	38.261417	-99.022507	-98.471809
Stanton, KS	37.5691072	-101.7935648	37.3882595	37.7385543	-102.04199	-101.5257594
Stevens, KS	37.1929045	-101.3119354	36.995414	37.388412	-101.5567007	-101.0667008
Sumner, KS	37.2435967	-97.4792142	36.998682	37.476387	-97.807014	-97.1467661
Thomas, KS	39.3529613	-101.0810229	39.133053	39.568802	-101.391281	-100.720108
Trego, KS	38.9289979	-99.9130572	38.696407	39.132858	-100.154282	-99.5918343
Wabaunsee, KS	38.9468399	-96.1991241	38.739106	39.2115273	-96.501389	-95.945924
Wallace, KS	38.9073846	-101.7565099	38.6952386	39.134609	-102.0470476	-101.47789
Washington, KS	39.7887478	-97.0917391	39.5663977	40.002023	-97.3691552	-96.8060076
Wichita, KS	37.6922361	-97.3375448	37.489018	37.8402	-97.734352	-97.153003
Wilson, KS	37.5692118	-95.7452639	37.384483	37.734413	-95.963036	-95.526192
Woodson, KS	37.8811369	-95.7517113	37.733219	38.040201	-95.960449	-95.51897
Wyandotte, KS	39.1090458	-94.767624	38.9916755	39.2030653	-94.9088545	-94.5882049
Adair, KY	37.9506102	-86.8266569	37.9306102	37.9706102	-86.8466569	-86.8066569
Allen, KY	37.6097495	-82.7286034130089	37.601983	37.617282	-82.73468	-82.721012
Anderson, KY	37.0180991	-86.7997176	36.9980991	37.0380991	-86.8197176	-86.7797176
Ballard, KY	37.930351	-84.9905101	37.910351	37.950351	-85.0105101	-84.9705101
Barren, KY	36.9584649	-85.925817	36.722553	37.169395	-86.176262	-85.739166
Bath, KY	37.2425996	-82.9112719	37.2225996	37.2625996	-82.9312719	-82.8912719
Bell, KY	36.873501	-88.462929	36.8691569	36.876566	-88.46302	-88.462535
Boone, KY	37.5175837	-84.316601	37.4975837	37.5375837	-84.336601	-84.296601
Bourbon, KY	37.0520216	-84.6224415	37.0320216	37.0720216	-84.6424415	-84.6024415
Boyd, KY	38.5506277	-84.3941053	38.5306277	38.5706277	-84.4141053	-84.3741053
Boyle, KY	37.6240938	-84.8540572	37.532196	37.717033	-85.039093	-84.6517508
Bracken, KY	38.686946	-84.0751461	38.54969	38.8274657	-84.2359248	-83.9040704
Breathitt, KY	37.5248869	-83.2943551	37.3301484	37.699944	-83.580368	-82.948242
Breckinridge, KY	38.4414625	-84.378549	38.4214625	38.4614625	-84.398549	-84.358549
Bullitt, KY	37.9749498	-85.6742394	37.809975	38.118173	-85.938009	-85.42905
Butler, KY	38.7864569	-84.3696594	38.784897	38.790715	-84.380555	-84.364682
Caldwell, KY	38.806734	-84.3913267	38.786734	38.826734	-84.4113267	-84.3713267
Calloway, KY	36.6257937	-88.271076	36.497118	36.7506792	-88.4890738	-88.032489
Campbell, KY	37.74292805	-84.2993529085644	37.7425905	37.7432208	-84.2999215	-84.2989808
Carlisle, KY	38.3120197	-84.027427	38.306039	38.352189	-84.068541	-84.005447
Carroll, KY	38.65718	-85.1000246	38.580345	38.7612585	-85.3331368	-84.93276
Carter, KY	38.4289683	-83.1207313	38.4089683	38.4489683	-83.1407313	-83.1007313
Casey, KY	37.3344933	-86.6074854	37.3144933	37.3544933	-86.6274854	-86.5874854
Christian, KY	36.8778665	-87.5014545	36.6370728	37.1591	-87.733658	-87.259239
Clark, KY	38.8633991	-84.392853412874	38.8633172	38.863481	-84.3929614	-84.3927454
Clay, KY	37.4767119	-87.8200159	37.469017	37.484871	-87.831152	-87.809683
Clinton, KY	36.6672813	-88.9933965	36.652811	36.676012	-89.005463	-88.98179
Crittenden, KY	38.7828437	-84.6052206	38.746507	38.803401	-84.632273	-84.591193
Cumberland, KY	36.9781475	-82.9884955	36.95876	37.001531	-83.02875	-82.957239
Daviess, KY	37.6877924	-87.0818357	37.561104	37.9302	-87.408104	-86.816788
Edmonson, KY	37.1999181	-86.2206738	37.05312	37.340862	-86.468719	-86.048958
Elliott, KY	38.1178636	-83.0656398	37.998363	38.266884	-83.270767	-82.888504
Estill, KY	37.4570438	-82.8187717	37.4370438	37.4770438	-82.8387717	-82.7987717
Fayette, KY	36.658382	-87.6583488	36.638382	36.678382	-87.6783488	-87.6383488
Fleming, KY	37.1956586	-82.6990458	37.1756586	37.2156586	-82.7190458	-82.6790458
Floyd, KY	37.2509114	-84.6524445	37.2309114	37.2709114	-84.6724445	-84.6324445
Franklin, KY	36.722263	-86.5772177	36.687816	36.8124318	-86.602482	-86.497217
Fulton, KY	36.5036305	-88.8746793	36.5023591	36.532821	-88.90149	-88.858574
Gallatin, KY	38.7531444	-84.8435828	38.6625594	38.8595448	-85.0231647	-84.660027
Garrard, KY	37.1237006	-83.746308	37.1037006	37.1437006	-83.766308	-83.726308
Grant, KY	38.9636739	-84.4513293	38.9436739	38.9836739	-84.4713293	-84.4313293
Graves, KY	36.7244966	-88.6569094	36.5011028	36.946957	-88.8196182	-88.48439
Grayson, KY	38.3325812	-82.9485023	38.2925812	38.3725812	-82.9885023	-82.9085023
Green, KY	38.1406397	-83.0751714	38.1206397	38.1606397	-83.0951714	-83.0551714
Greenup, KY	38.5731349	-82.8301677	38.562618	38.583823	-82.847861	-82.811809
Hancock, KY	37.8189002	-86.7532261	37.654957	37.999392	-86.987816	-86.622498
Hardin, KY	36.7647773	-88.2953134	36.757352	36.770569	-88.316716	-88.292819
Harlan, KY	36.8431441	-83.321848	36.811415	36.858986	-83.333219	-83.307615
Harrison, KY	37.9743715	-84.5229334	37.9742695	37.9745512	-84.5232043	-84.5226677
Hart, KY	37.2921203	-85.8845579	37.148109	37.449932	-86.157501	-85.651154
Henderson, KY	37.8367513	-87.5907631	37.791034	37.892367	-87.659252	-87.513539
Henry, KY	38.447983	-85.1191168	38.3355581	38.5967707	-85.345978	-84.8668377
Hickman, KY	36.5711721	-89.1861791	36.542021	36.579843	-89.2160978	-89.150059
Hopkins, KY	37.3006817	-87.5612458	37.105164	37.5700551	-87.8518293	-87.295753
Jackson, KY	37.5534741	-83.3822604	37.524103	37.579055	-83.421181	-83.340389
Jefferson, KY	38.1787175	-85.664528	37.9971	38.3801391	-85.9470644	-85.4051
Jessamine, KY	37.8759116	-84.6213312	37.8559116	37.8959116	-84.6413312	-84.6013312
Johnson, KY	38.4820077	-83.9781162	38.481739	38.4820077	-83.9783576	-83.9781162
Kenton, KY	38.8683985	-84.4560507	38.8483985	38.8883985	-84.4760507	-84.4360507
Knott, KY	37.3521946	-82.9314574	37.172447	37.526058	-83.134842	-82.710953
Knox, KY	36.8934427	-83.8545725	36.687195	37.054893	-84.0945725	-83.566071
Larue, KY	37.203145	-83.9249263	37.183145	37.223145	-83.9449263	-83.9049263
Laurel, KY	37.1000973	-84.1148273	36.938957	37.3358925	-84.368446	-83.862549
Lawrence, KY	38.0601807	-82.7316588	37.879456	38.268875	-83.025429	-82.464067
Lee, KY	37.295882	-86.4994264	37.275882	37.315882	-86.5194264	-86.4794264
Leslie, KY	36.7795052	-85.4519094	36.7595052	36.7995052	-85.4719094	-85.4319094
Letcher, KY	37.1450963	-82.9590507	37.1250963	37.1650963	-82.9790507	-82.9390507
Lewis, KY	38.5192128	-83.3400338	38.318737	38.725531	-83.6450722	-83.024368
Lincoln, KY	37.057867	-83.7390856	37.037867	37.077867	-83.7590856	-83.7190856
Livingston, KY	37.2978634	-84.2149339	37.293917	37.302043	-84.220947	-84.210327
Logan, KY	37.573089	-84.300829	37.573089	37.573923	-84.300829	-84.3007823
Lyon, KY	36.9981232	-88.0658149	36.867416	37.1795931	-88.240204	-87.876999
Madison, KY	37.8082444	-82.8059638	37.808222	37.808274	-82.806943	-82.805241
Magoffin, KY	37.6859873	-83.039044	37.486515	37.894642	-83.271049	-82.877907
Marion, KY	37.3328286	-88.0811349	37.310958	37.357026	-88.099107	-88.059031
Marshall, KY	38.5450759	-83.7629759	38.5250759	38.5650759	-83.7829759	-83.7429759
Martin, KY	37.5728764	-82.752659	37.547658	37.580555	-82.774865	-82.747169
Mason, KY	37.7206484	-83.0498919	37.7006484	37.7406484	-83.0698919	-83.0298919
McCracken, KY	37.0335839	-88.7107201	36.941875	37.228847	-88.9422054	-88.482864
McCreary, KY	37.6711917	-84.5154934	37.6511917	37.6911917	-84.5354934	-84.4954934
McLean, KY	37.5216272	-87.2594272	37.380516	37.683266	-87.499649	-87.038559
Meade, KY	37.9313371	-86.1902231	37.7988382	38.1967278	-86.4906849	-85.975723
Menifee, KY	37.9357602	-83.6014187	37.818398	38.058865	-83.775528	-83.433693
Mercer, KY	37.2575427	-87.151107	37.2375427	37.2775427	-87.171107	-87.131107
Metcalfe, KY	36.9767017	-85.6254484	36.818687	37.182198	-85.777061	-85.441803
Monroe, KY	37.2322786	-85.697747	37.2122786	37.2522786	-85.717747	-85.677747
Montgomery, KY	36.8781038	-87.740569	36.8581038	36.8981038	-87.760569	-87.720569
Morgan, KY	38.6028489	-84.3988273	38.5828489	38.6228489	-84.4188273	-84.3788273
Muhlenberg, KY	37.1984359	-87.1417319	37.040894	37.415684	-87.388588	-86.881546
Nelson, KY	37.3297661	-87.0508288	37.3097661	37.3497661	-87.0708288	-87.0308288
Nicholas, KY	38.3287954	-84.0153581	38.192364	38.4605088	-84.193863	-83.833542
Ohio, KY	39.0352576	-84.3572569	39.033977	39.0353625	-84.3583025	-84.356775
Oldham, KY	38.4975639	-85.4210695	38.4775639	38.5175639	-85.4410695	-85.4010695
Owen, KY	38.5303187	-84.819254	38.33844	38.7246262	-85.07605	-84.580627
Owsley, KY	37.5014887	-82.5884871	37.4814887	37.5214887	-82.6084871	-82.5684871
Pendleton, KY	38.4622879	-85.3035678	38.4422879	38.4822879	-85.3235678	-85.2835678
Perry, KY	37.2203608	-83.1640699	36.992306	37.443771	-83.554024	-83.000961
Pike, KY	37.140332	-85.7746932	37.120332	37.160332	-85.7946932	-85.7546932
Powell, KY	37.8192526	-83.8239902	37.716106	37.933746	-84.027817	-83.631264
Pulaski, KY	37.2089669	-84.6388326	37.1889669	37.2289669	-84.6588326	-84.6188326
Robertson, KY	38.513372	-84.0465647	38.420206	38.6085545	-84.1839199	-83.930046
Rockcastle, KY	36.8997741	-87.9872444	36.8797741	36.9197741	-88.0072444	-87.9672444
Rowan, KY	37.9758114	-84.5264981	37.9753328	37.9765133	-84.5268102	-84.5260756
Russell, KY	38.5173028	-82.6976631	38.485755	38.545196	-82.735154	-82.674361
Scott, KY	37.396318	-87.766849	37.396025	37.396494	-87.766947	-87.766723
Shelby, KY	38.2215625	-85.2111267	38.036602	38.3579812	-85.467131	-84.956703
Simpson, KY	37.6681448	-83.3701805	37.6481448	37.6881448	-83.3901805	-83.3501805
Spencer, KY	39.0355088	-84.3588044	39.0353207	39.035864	-84.359932	-84.3583025
Taylor, KY	37.3396409	-85.3096607	37.192234	37.482899	-85.586906	-85.073502
Todd, KY	36.8098474	-87.1728185	36.6416729	37.0757599	-87.3358769	-87.0500689
Trigg, KY	36.7949221	-87.8782433	36.6347511	37.002094	-88.157745	-87.659996
Trimble, KY	37.0120194	-84.7357763	36.9920194	37.0320194	-84.7557763	-84.7157763
Union, KY	38.9458951	-84.680501	38.922672	38.9726737	-84.6926	-84.649226
Warren, KY	36.7534188	-83.8440895	36.7334188	36.7734188	-83.8640895	-83.8240895
Washington, KY	37.7310874	-85.1750475	37.63089	37.915665	-85.401715	-85.000435
Wayne, KY	36.7822106	-84.8250848	36.6032639	36.997822	-85.064011	-84.5724812
Webster, KY	37.888953	-86.3388635	37.868953	37.908953	-86.3588635	-86.3188635
Whitley, KY	36.7324324	-84.1512134	36.5877579	36.972424	-84.356133	-83.877693
Wolfe, KY	37.7430509	-83.4868591	37.619183	37.861286	-83.707924	-83.242378
Woodford, KY	38.0686424	-84.7404532	37.8470957	38.195263	-84.865723	-84.624883
Acadia, LA	29.7688198	-90.8014815	29.7488198	29.7888198	-90.8214815	-90.7814815
Allen, LA	37.8882168	-95.3170208	37.732609	38.03823	-95.526192	-95.076691
Ascension, LA	-7.94110725	-14.3631188863944	-7.9930671	-7.889186	-14.4204544	-14.2948779
Assumption, LA	39.5203188	-89.0489712	39.511677	39.526256	-89.061873	-89.036114
Avoyelles, LA	31.0471604	-92.0019698	30.847645	31.343952	-92.281143	-91.677658
Beauregard, LA	45.9996	4.75142	45.9963917	46.0062585	4.7486539	4.7648531
Bienville, LA	49.4504372	2.8298191	49.4351018	49.4596549	2.8030901	2.845875
Bossier, LA	18.2442439	-72.4107934	18.2342439	18.2542439	-72.4207934	-72.4007934
Caddo, LA	34.1267595	-96.2633229	34.115599	34.143233	-96.283882	-96.255282
Calcasieu, LA	31.0896313	-92.7115348	31.0696313	31.1096313	-92.7315348	-92.6915348
Caldwell, LA	39.6558966	-93.9997281	39.523941	39.788166	-94.212494	-93.761871
Cameron, LA	4.6125522	13.1535811	1.6517489	13.083333	8.3822176	16.1911011
Catahoula, LA	30.2146431	-91.7090023	30.1946431	30.2346431	-91.7290023	-91.6890023
Claiborne, LA	38.1598541	-77.4555388	38.1398541	38.1798541	-77.4755388	-77.4355388
Concordia, LA	16.1178232	-92.6907913	15.6644658	16.2558854	-93.1295933	-92.2955084
De Soto, LA	41.5318485	-94.0082383	41.5248261	41.5465349	-94.027004	-93.9834854
East Baton Rouge, LA	30.4459596	-91.18738	30.3383782	30.5589767	-91.2350363	-90.9993438
East Carroll, LA	36.2050248	-89.0092535	36.2047999	36.2050248	-89.0098251	-89.0092535
East Feliciana, LA	10.5538242	-68.7386227	10.5510529	10.5565612	-68.7408596	-68.7365466
Evangeline, LA	30.2624271	-92.5706934	30.2424271	30.2824271	-92.5906934	-92.5506934
Franklin, LA	34.440962	-87.8339064	34.3046089	34.5818743	-88.1736052	-87.5295419
Grant, LA	34.5286985	-86.2533165	34.456963	34.5376057	-86.282893	-86.192514
Iberia, LA	39.8952029	-4.49836304748148	36.0000382	43.790422	-9.5005921	3.3222508
Iberville, LA	45.3039219	-73.2297415	45.2925413	45.3164352	-73.2503211	-73.2092348
Jackson, LA	34.7692447	-85.9867941	34.465919	34.991098	-86.35923	-85.5835155
Jefferson, LA	33.5228184	-86.9164513	33.246258	33.843407	-87.342476	-86.51651
Jefferson Davis, LA	45.79516685	-122.677436874071	45.7947629	45.7955713	-122.6776812	-122.6772729
La Salle, LA	28.3391148	-99.0982257	28.0304031	28.6475876	-99.4082898	-98.8008613
Lafayette, LA	30.2240897	-92.0198427	30.1239592	30.2964622	-92.1077963	-91.9713333
Lafourche, LA	29.7671535	-90.7659249	29.7471535	29.7871535	-90.7859249	-90.7459249
Lincoln, LA	40.8088861	-96.7077751	40.693767	40.900281	-96.80415	-96.577307
Livingston, LA	32.5843026	-88.1872474	32.5594609	32.6372832	-88.2177433	-88.1653927
Madison, LA	34.7736807	-86.5675095	34.476662	34.99207	-86.7900926	-86.258301
Morehouse, LA	36.8472748	-89.6853599	36.839842	36.854259	-89.703663	-89.681231
Natchitoches, LA	31.7606732	-93.0860209	31.649591	31.791725	-93.166785	-93.0503492
Orleans, LA	47.9027336	1.9086066	47.8132802	47.9335581	1.8757578	1.9487114
Ouachita, LA	33.5680929	-92.9355875	33.3556028	33.822258	-93.120338	-92.567368
Plaquemines, LA	29.4291161	-89.5123524	28.855127	29.9042112	-90.075683	-88.879235
Pointe Coupee, LA	30.7343507	-91.4331693	30.7143507	30.7543507	-91.4531693	-91.4131693
Rapides, LA	31.3635131	-92.5868095	31.3435131	31.3835131	-92.6068095	-92.5668095
